r (km)   P (dyn/cm^2)   M/M_solar   rho (g/cm^3)   g_{tt}   g_{rr}   n_b (fm^{-3})   A_eq   A   Z_eq   Z   n_e (fm^{-3})   n_n(n_nf) (fm^{-3})   mu_n(mu_nf) (MeV)  drho/dr (kg/m^4)   dn_e/dr (fm^{-3}/m)
12.4885375   9.42986212e+26   1.40002349   2.01011422e+09   -0.670245381   1.49495415   1.21014104e-06   86   86   36   36   5.06570666e-07   0   0   -5.89526777e+10   -1.48489158e-08
12.48885   9.31844502e+26   1.40002349   1.99175238e+09   -0.670249531   1.49493564   1.1990925e-06   86   86   36   36   5.01945698e-07   0   0   -5.85638844e+10   -1.47510781e-08
12.4891625   9.20805404e+26   1.40002349   1.97351179e+09   -0.670253681   1.49491712   1.18811686e-06   86   86   36   36   4.97351242e-07   0   0   -5.81767108e+10   -1.46536473e-08
12.489475   9.09868231e+26   1.40002349   1.95539194e+09   -0.670257832   1.49489861   1.17721379e-06   86   86   36   36   4.92787169e-07   0   0   -5.77911979e+10   -1.45566335e-08
12.4897875   8.99032299e+26   1.40002349   1.93739229e+09   -0.670261981   1.4948801   1.16638299e-06   86   86   36   36   4.88253346e-07   0   0   -5.74073281e+10   -1.44600324e-08
12.4901   8.88296928e+26   1.4000235   1.91951236e+09   -0.670266131   1.49486159   1.15562416e-06   86   86   36   36   4.83749649e-07   0   0   -5.70250548e+10   -1.43638323e-08
12.4904125   8.77661439e+26   1.4000235   1.90175163e+09   -0.67027028   1.49484309   1.14493699e-06   86   86   36   36   4.79275951e-07   0   0   -5.66443743e+10   -1.42680322e-08
12.490725   8.67125158e+26   1.4000235   1.88410962e+09   -0.670274429   1.49482458   1.1343212e-06   86   86   36   36   4.74832128e-07   0   0   -5.62652855e+10   -1.41726318e-08
12.4910375   8.56687413e+26   1.4000235   1.86658583e+09   -0.670278578   1.49480608   1.12377647e-06   86   86   36   36   4.70418056e-07   0   0   -5.58877871e+10   -1.40776309e-08
12.49135   8.46347535e+26   1.4000235   1.84917976e+09   -0.670282727   1.49478757   1.11330251e-06   86   86   36   36   4.66033609e-07   0   0   -5.55118778e+10   -1.39830292e-08
12.4916625   8.36104858e+26   1.4000235   1.83189091e+09   -0.670286875   1.49476907   1.10289903e-06   86   86   36   36   4.61678663e-07   0   0   -5.51375669e+10   -1.38888289e-08
12.491975   8.25958718e+26   1.4000235   1.81471878e+09   -0.670291023   1.49475057   1.09256572e-06   86   86   36   36   4.57353091e-07   0   0   -5.47648816e+10   -1.37950369e-08
12.4922875   8.15908455e+26   1.4000235   1.79766285e+09   -0.670295171   1.49473207   1.08230227e-06   86   86   36   36   4.53056765e-07   0   0   -5.4393808e+10   -1.37016498e-08
12.4926   8.05953411e+26   1.4000235   1.78072265e+09   -0.670299319   1.49471357   1.07210839e-06   86   86   36   36   4.4878956e-07   0   0   -5.40243128e+10   -1.36086591e-08
12.4929125   7.96092932e+26   1.4000235   1.76389766e+09   -0.670303467   1.49469508   1.06198379e-06   86   86   36   36   4.44551353e-07   0   0   -5.36563926e+10   -1.3516064e-08
12.493225   7.86326367e+26   1.4000235   1.7471874e+09   -0.670307614   1.49467658   1.05192816e-06   86   86   36   36   4.4034202e-07   0   0   -5.32900457e+10   -1.34238642e-08
12.4935375   7.76653065e+26   1.4000235   1.73059138e+09   -0.670311761   1.49465809   1.04194121e-06   86   86   36   36   4.36161438e-07   0   0   -5.29252703e+10   -1.3332059e-08
12.49385   7.67072382e+26   1.4000235   1.71410911e+09   -0.670315908   1.4946396   1.03202265e-06   86   86   36   36   4.32009483e-07   0   0   -5.25620645e+10   -1.32406481e-08
12.4941625   7.57583675e+26   1.4000235   1.69774009e+09   -0.670320054   1.49462111   1.02217219e-06   86   86   36   36   4.27886033e-07   0   0   -5.22004264e+10   -1.3149631e-08
12.494475   7.48186302e+26   1.4000235   1.68148384e+09   -0.670324201   1.49460262   1.01238952e-06   86   86   36   36   4.23790964e-07   0   0   -5.18403543e+10   -1.30590073e-08
12.4947875   7.38879627e+26   1.4000235   1.66533987e+09   -0.670328347   1.49458413   1.00267437e-06   86   86   36   36   4.19724153e-07   0   0   -5.14818616e+10   -1.29687804e-08
12.4951   7.29663015e+26   1.4000235   1.64930768e+09   -0.670332492   1.49456564   9.93026415e-07   86   86   36   36   4.15685476e-07   0   0   -5.1124953e+10   -1.28789514e-08
12.4954125   7.20535835e+26   1.4000235   1.63338677e+09   -0.670336638   1.49454716   9.83445376e-07   86   86   36   36   4.11674809e-07   0   0   -5.07696084e+10   -1.27895153e-08
12.495725   7.11497457e+26   1.40002351   1.61757667e+09   -0.670340783   1.49452867   9.73930958e-07   86   86   36   36   4.07692029e-07   0   0   -5.04158161e+10   -1.27004691e-08
12.4960375   7.02547255e+26   1.40002351   1.60187689e+09   -0.670344929   1.49451019   9.6448287e-07   86   86   36   36   4.03737015e-07   0   0   -5.00635739e+10   -1.26118123e-08
12.49635   6.93684606e+26   1.40002351   1.58628694e+09   -0.670349074   1.49449171   9.55100821e-07   86   86   36   36   3.99809646e-07   0   0   -4.97128796e+10   -1.25235444e-08
12.4966625   6.8490889e+26   1.40002351   1.57080634e+09   -0.670353218   1.49447323   9.45784522e-07   86   86   36   36   3.959098e-07   0   0   -4.93637309e+10   -1.24356648e-08
12.496975   6.76219489e+26   1.40002351   1.55543461e+09   -0.670357363   1.49445475   9.36533683e-07   86   86   36   36   3.92037356e-07   0   0   -4.90161254e+10   -1.23481729e-08
12.4972875   6.67615789e+26   1.40002351   1.54017126e+09   -0.670361507   1.49443627   9.27348014e-07   86   86   36   36   3.88192192e-07   0   0   -4.86700605e+10   -1.2261068e-08
12.4976   6.59097176e+26   1.40002351   1.52501582e+09   -0.670365651   1.4944178   9.18227227e-07   86   86   36   36   3.84374188e-07   0   0   -4.83255339e+10   -1.21743495e-08
12.4979125   6.50663043e+26   1.40002351   1.5099678e+09   -0.670369795   1.49439932   9.09171034e-07   86   86   36   36   3.80583224e-07   0   0   -4.79825429e+10   -1.20880169e-08
12.498225   6.42312782e+26   1.40002351   1.49502673e+09   -0.670373938   1.49438085   9.00179147e-07   86   86   36   36   3.76819178e-07   0   0   -4.7641085e+10   -1.20020695e-08
12.4985375   6.34045791e+26   1.40002351   1.48019212e+09   -0.670378081   1.49436238   8.91251278e-07   86   86   36   36   3.7308193e-07   0   0   -4.73011577e+10   -1.19165065e-08
12.49885   6.25861467e+26   1.40002351   1.46546351e+09   -0.670382224   1.49434391   8.8238714e-07   86   86   36   36   3.69371361e-07   0   0   -4.69627631e+10   -3.95119726e-09
12.4991625   6.17759213e+26   1.40002351   1.4508404e+09   -0.670386367   1.49432544   8.73586447e-07   66   66   28   28   3.70612432e-07   0   0   -4.66259014e+10   -3.94522095e-09
12.499475   6.09738433e+26   1.40002351   1.43632232e+09   -0.67039051   1.49430697   8.64848909e-07   66   66   28   28   3.66905598e-07   0   0   -4.62905633e+10   -1.18191917e-08
12.4997875   6.01798536e+26   1.40002351   1.42190879e+09   -0.670394652   1.49428851   8.56174244e-07   66   66   28   28   3.63225437e-07   0   0   -4.59567419e+10   -1.17340312e-08
12.5001   5.93938931e+26   1.40002351   1.40759935e+09   -0.670398794   1.49427004   8.47562167e-07   66   66   28   28   3.59571828e-07   0   0   -4.56244345e+10   -1.16492562e-08
12.5004125   5.8615903e+26   1.40002351   1.39339352e+09   -0.670402936   1.49425158   8.39012394e-07   66   66   28   28   3.55944652e-07   0   0   -4.52936385e+10   -1.15648661e-08
12.500725   5.7845825e+26   1.40002351   1.37929083e+09   -0.670407078   1.49423312   8.30524641e-07   66   66   28   28   3.52343787e-07   0   0   -4.49643511e+10   -1.14808601e-08
12.5010375   5.70836009e+26   1.40002351   1.3652908e+09   -0.670411219   1.49421466   8.22098627e-07   66   66   28   28   3.48769114e-07   0   0   -4.46365694e+10   5.86378814e-09
12.50135   5.63291728e+26   1.40002351   1.35139297e+09   -0.670415361   1.4941962   8.13734068e-07   64   64   28   28   3.56008655e-07   0   0   -4.43102905e+10   5.7708956e-09
12.5016625   5.55824831e+26   1.40002351   1.33759687e+09   -0.670419501   1.49417774   8.05430684e-07   64   64   28   28   3.52375924e-07   0   0   -4.39855117e+10   -1.15821129e-08
12.501975   5.48434744e+26   1.40002351   1.32390203e+09   -0.670423642   1.49415928   7.97188192e-07   64   64   28   28   3.48769834e-07   0   0   -4.36622299e+10   -1.14970589e-08
12.5022875   5.41120897e+26   1.40002351   1.31030798e+09   -0.670427783   1.49414083   7.89006314e-07   64   64   28   28   3.45190262e-07   0   0   -4.33404423e+10   -1.14123973e-08
12.5026   5.33882721e+26   1.40002352   1.29681425e+09   -0.670431923   1.49412237   7.80884768e-07   64   64   28   28   3.41637086e-07   0   0   -4.30201459e+10   -1.13281273e-08
12.5029125   5.26719651e+26   1.40002352   1.28342039e+09   -0.670436063   1.49410392   7.72823275e-07   64   64   28   28   3.38110183e-07   0   0   -4.27013377e+10   -1.12442481e-08
12.503225   5.19631125e+26   1.40002352   1.27012592e+09   -0.670440203   1.49408547   7.64821556e-07   64   64   28   28   3.34609431e-07   0   0   -4.23840146e+10   -1.1160759e-08
12.5035375   5.12616582e+26   1.40002352   1.25693038e+09   -0.670444342   1.49406702   7.56879333e-07   64   64   28   28   3.31134708e-07   0   0   -4.20681737e+10   -1.10776591e-08
12.50385   5.05675464e+26   1.40002352   1.24383331e+09   -0.670448482   1.49404857   7.48996329e-07   64   64   28   28   3.27685894e-07   0   0   -4.1753812e+10   -1.09949477e-08
12.5041625   4.98807219e+26   1.40002352   1.23083424e+09   -0.670452621   1.49403013   7.41172265e-07   64   64   28   28   3.24262866e-07   0   0   -4.14409263e+10   -1.0912624e-08
12.504475   4.92011292e+26   1.40002352   1.21793273e+09   -0.67045676   1.49401168   7.33406866e-07   64   64   28   28   3.20865504e-07   0   0   -4.11295137e+10   -1.08306872e-08
12.5047875   4.85287136e+26   1.40002352   1.2051283e+09   -0.670460898   1.49399324   7.25699855e-07   64   64   28   28   3.17493687e-07   0   0   -4.0819571e+10   -1.07491364e-08
12.5051   4.78634203e+26   1.40002352   1.1924205e+09   -0.670465037   1.49397479   7.18050957e-07   64   64   28   28   3.14147294e-07   0   0   -4.05110952e+10   -1.06679709e-08
12.5054125   4.72051949e+26   1.40002352   1.17980886e+09   -0.670469175   1.49395635   7.10459896e-07   64   64   28   28   3.10826205e-07   0   0   -4.02040832e+10   -1.05871899e-08
12.505725   4.65539834e+26   1.40002352   1.16729294e+09   -0.670473313   1.49393791   7.029264e-07   64   64   28   28   3.075303e-07   0   0   -3.98985319e+10   -1.05067926e-08
12.5060375   4.59097317e+26   1.40002352   1.15487228e+09   -0.670477451   1.49391947   6.95450193e-07   64   64   28   28   3.04259459e-07   0   0   -3.95944383e+10   -1.04267781e-08
12.50635   4.52723863e+26   1.40002352   1.14254642e+09   -0.670481588   1.49390104   6.88031002e-07   64   64   28   28   3.01013564e-07   0   0   -3.92917992e+10   -1.03471457e-08
12.5066625   4.46418939e+26   1.40002352   1.13031491e+09   -0.670485725   1.4938826   6.80668556e-07   64   64   28   28   2.97792493e-07   0   0   -3.89906115e+10   -1.02678945e-08
12.506975   4.40182014e+26   1.40002352   1.11817729e+09   -0.670489862   1.49386417   6.73362582e-07   64   64   28   28   2.9459613e-07   0   0   -3.86908722e+10   -1.01890237e-08
12.5072875   4.34012559e+26   1.40002352   1.10613311e+09   -0.670493999   1.49384573   6.66112808e-07   64   64   28   28   2.91424353e-07   0   0   -3.83925782e+10   -1.01105326e-08
12.5076   4.27910049e+26   1.40002352   1.09418193e+09   -0.670498136   1.4938273   6.58918964e-07   64   64   28   28   2.88277047e-07   0   0   -3.80957263e+10   -1.00324203e-08
12.5079125   4.21873961e+26   1.40002352   1.08232328e+09   -0.670502272   1.49380887   6.51780779e-07   64   64   28   28   2.85154091e-07   0   0   -3.78003136e+10   -9.95468603e-09
12.508225   4.15903773e+26   1.40002352   1.07055673e+09   -0.670506408   1.49379044   6.44697984e-07   64   64   28   28   2.82055368e-07   0   0   -3.7506337e+10   -9.87732899e-09
12.5085375   4.09998969e+26   1.40002352   1.05888182e+09   -0.670510544   1.49377202   6.37670309e-07   64   64   28   28   2.7898076e-07   0   0   -3.72137934e+10   -9.80034839e-09
12.50885   4.04159033e+26   1.40002352   1.04729811e+09   -0.670514679   1.49375359   6.30697486e-07   64   64   28   28   2.7593015e-07   0   0   -3.69226799e+10   -9.72374344e-09
12.5091625   3.98383453e+26   1.40002352   1.03580515e+09   -0.670518815   1.49373517   6.23779247e-07   64   64   28   28   2.72903421e-07   0   0   -3.66329933e+10   -9.64751335e-09
12.509475   3.92671717e+26   1.40002352   1.02440249e+09   -0.67052295   1.49371674   6.16915324e-07   64   64   28   28   2.69900454e-07   0   0   -3.63447307e+10   -9.57165733e-09
12.5097875   3.87023319e+26   1.40002352   1.01308969e+09   -0.670527085   1.49369832   6.10105451e-07   64   64   28   28   2.66921135e-07   0   0   -3.60578891e+10   -9.49617461e-09
12.5101   3.81437753e+26   1.40002352   1.00186631e+09   -0.67053122   1.4936799   6.0334936e-07   64   64   28   28   2.63965345e-07   0   0   -3.57724655e+10   -9.4210644e-09
12.5104125   3.75914518e+26   1.40002352   990731900   -0.670535354   1.49366148   5.96646787e-07   64   64   28   28   2.61032969e-07   0   0   -3.5488457e+10   -9.34632594e-09
12.510725   3.70453112e+26   1.40002352   979686023   -0.670539488   1.49364306   5.89997466e-07   64   64   28   28   2.58123891e-07   0   0   -3.52058607e+10   -9.27195845e-09
12.5110375   3.6505304e+26   1.40002352   968728237   -0.670543622   1.49362465   5.83401132e-07   64   64   28   28   2.55237995e-07   0   0   -3.49246735e+10   -9.19796118e-09
12.51135   3.59713805e+26   1.40002352   957858102   -0.670547756   1.49360623   5.76857522e-07   64   64   28   28   2.52375166e-07   0   0   -3.46448927e+10   -9.12433337e-09
12.5116625   3.54434915e+26   1.40002353   947075179   -0.67055189   1.49358782   5.7036637e-07   64   64   28   28   2.49535287e-07   0   0   -3.43665118e+10   -9.05107335e-09
12.511975   3.49215881e+26   1.40002353   936379032   -0.670556023   1.4935694   5.63927417e-07   64   64   28   28   2.46718245e-07   0   0   -3.40895231e+10   -8.9781791e-09
12.5122875   3.44056216e+26   1.40002353   925769227   -0.670560156   1.49355099   5.575404e-07   64   64   28   28   2.43923925e-07   0   0   -3.38139265e+10   -8.90565056e-09
12.5126   3.38955434e+26   1.40002353   915245328   -0.670564289   1.49353258   5.51205059e-07   64   64   28   28   2.41152213e-07   0   0   -3.35397229e+10   -8.83348801e-09
12.5129125   3.33913053e+26   1.40002353   904806900   -0.670568421   1.49351418   5.44921132e-07   64   64   28   28   2.38402995e-07   0   0   -3.32669095e+10   -8.76169072e-09
12.513225   3.28928594e+26   1.40002353   894453510   -0.670572554   1.49349577   5.38688358e-07   64   64   28   28   2.35676157e-07   0   0   -3.29954835e+10   -8.69025794e-09
12.5135375   3.24001579e+26   1.40002353   884184723   -0.670576686   1.49347736   5.32506478e-07   64   64   28   28   2.32971584e-07   0   0   -3.27254422e+10   -8.61918895e-09
12.51385   3.19131534e+26   1.40002353   874000108   -0.670580818   1.49345896   5.26375231e-07   64   64   28   28   2.30289163e-07   0   0   -3.24567827e+10   -8.54848305e-09
12.5141625   3.14317985e+26   1.40002353   863899234   -0.670584949   1.49344056   5.20294359e-07   64   64   28   28   2.27628782e-07   0   0   -3.21895026e+10   -8.47813955e-09
12.514475   3.09560464e+26   1.40002353   853881669   -0.670589081   1.49342215   5.14263603e-07   64   64   28   28   2.24990326e-07   0   0   -3.19235991e+10   -8.40815776e-09
12.5147875   3.04858502e+26   1.40002353   843946984   -0.670593212   1.49340375   5.08282705e-07   64   64   28   28   2.22373683e-07   0   0   -3.16590696e+10   -8.338537e-09
12.5151   3.00211636e+26   1.40002353   834094751   -0.670597343   1.49338536   5.02351407e-07   64   64   28   28   2.19778741e-07   0   0   -3.13959105e+10   -8.26927631e-09
12.5154125   2.95619402e+26   1.40002353   824324540   -0.670601474   1.49336696   4.96469453e-07   64   64   28   28   2.17205386e-07   0   0   -3.1134106e+10   -8.20037157e-09
12.515725   2.9108134e+26   1.40002353   814635934   -0.670605604   1.49334856   4.90636591e-07   64   64   28   28   2.14653508e-07   0   0   -3.08736495e+10   -8.13182099e-09
12.5160375   2.86596993e+26   1.40002353   805028509   -0.670609735   1.49333017   4.84852566e-07   64   64   28   28   2.12122998e-07   0   0   -3.06145502e+10   -8.06362706e-09
12.51635   2.82165905e+26   1.40002353   795501841   -0.670613865   1.49331177   4.79117123e-07   64   64   28   28   2.09613742e-07   0   0   -3.03568098e+10   -7.99579017e-09
12.5166625   2.77787625e+26   1.40002353   786055503   -0.670617994   1.49329338   4.73430009e-07   64   64   28   28   2.07125629e-07   0   0   -3.01004256e+10   -7.9283097e-09
12.516975   2.73461701e+26   1.40002353   776689075   -0.670622124   1.49327499   4.67790967e-07   64   64   28   28   2.04658548e-07   0   0   -2.98453955e+10   -7.86118503e-09
12.5172875   2.69187686e+26   1.40002353   767402131   -0.670626253   1.4932566   4.62199744e-07   64   64   28   28   2.02212388e-07   0   0   -2.95917171e+10   -7.79441556e-09
12.5176   2.64965134e+26   1.40002353   758194251   -0.670630382   1.49323822   4.56656087e-07   64   64   28   28   1.99787038e-07   0   0   -2.93393876e+10   -7.72800053e-09
12.5179125   2.60793602e+26   1.40002353   749065014   -0.670634511   1.49321983   4.51159743e-07   64   64   28   28   1.97382388e-07   0   0   -2.90883863e+10   -7.66193457e-09
12.518225   2.5667265e+26   1.40002353   740014010   -0.67063864   1.49320144   4.45710467e-07   64   64   28   28   1.94998329e-07   0   0   -2.88387016e+10   -7.59621456e-09
12.5185375   2.5260184e+26   1.40002353   731040825   -0.670642768   1.49318306   4.40308008e-07   64   64   28   28   1.92634754e-07   0   0   -2.85903481e+10   -7.53084437e-09
12.51885   2.48580734e+26   1.40002353   722145042   -0.670646897   1.49316468   4.34952117e-07   64   64   28   28   1.90291551e-07   0   0   -2.83433322e+10   -7.46582572e-09
12.5191625   2.44608901e+26   1.40002353   713326243   -0.670651025   1.4931463   4.29642543e-07   64   64   28   28   1.87968613e-07   0   0   -2.8097652e+10   -7.40115807e-09
